file_name,image_path,gemini_guess,your_guess,user_description,similarity_gemini_vs_your_guess,similarity_gemini_vs_user_description,taxonomy_gemini_main,taxonomy_gemini_ingredients,taxonomy_gemini_categories,usda_main_gemini,usda_sub_gemini,usda_main_manual,usda_sub_manual,usda_main_agreement,Calories,Protein_g,Fat_g,Carbs_g,ServingSize,ServingUnit,Brand,DataType,Description,FDC_ID,MatchConfidence
image_10.png,/images/image_10.png,Lean Cuisine four cheese pizza,Four Cheese Pizza,Lean Cuisine Pizza,0.9386,0.9566,Lean Cuisine four cheese pizza,"Pizza crust, Cheese (four types), Tomato sauce, Seasoning","Pizza, Frozen meal, Dairy, Grains",Mixed Dishes,Mixed Dishes - Pizza,Mixed Dishes,Mixed Dishes - Pizza,True,314.0,15.2,11.0,37.3,118.0,g,Dimensional Advertising Serv.,Branded,"FOUR CHEESE PIZZA, FOUR CHEESE",2486151.0,75.0
image_11.png,/images/image_11.png,coffee with foam,Latte,Coffee Milk,0.9158,0.9175,Coffee,"Coffee, Foam",Beverage,Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,250.0,5.0,10.0,40.0,20.0,GRM,Alamance Foods Inc,Branded,"MOCHA COFFEE FOAM, MOCHA",2502939.0,67.0
image_12.png,/images/image_12.png,watermelon,Watermelon,Watermellon,0.9976,0.9829,watermelon,watermelon,fruit,Fruit,Fruits,Fruit,Fruits,True,31.0,0.78,0.25,7.45,255.10000610351562,g,Kanani Foods Inc.,Branded,WATERMELON,2193119.0,100.0
image_13.png,/images/image_13.png,"Tomato soup mix, Kale crackers",Tomato soup mix and Kale crackers,Prolon Lunch Day3,0.9967,0.8119,Tomato soup,"Tomato, Kale, Crackers","Vegetables, Grains",Mixed Dishes,Mixed Dishes - Soups,Mixed Dishes,Mixed Dishes - Soups,True,389.0,1.64,2.12,17.1,,,,SR Legacy,"Soup, tomato rice, canned, condensed",171557.0,65.0
image_14.png,/images/image_14.png,vegetable bowl,Vegetable Salad with meat,Chicken Veg Avocado,0.8773,0.8402,vegetable bowl,vegetables,vegetables,Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",True,29.0,1.18,0.0,5.88,85.0,g,"Taylor Fresh Foods, Inc.",Branded,VEGETABLE BOWL,2421151.0,100.0
image_15.png,/images/image_15.png,smoothie,Protien Shake,Vega One With Cocoa,0.9168,0.8527,smoothie,,beverage,Beverages,Sweetened Beverages,Beverages,Sweetened Beverages,True,53.0,0.66,0.33,13.8,152.0,g,"Imperial Frozen Foods Co, Inc.",Branded,SMOOTHIE BLEND,2431661.0,73.0
image_16.png,/images/image_16.png,pizza slice,Pizza Slice,Pizza,0.9967,0.9434,pizza slice,"crust, sauce, cheese, toppings (variable)","grain, dairy, vegetable (optional), protein (optional)",Mixed Dishes,Mixed Dishes - Pizza,Mixed Dishes,Mixed Dishes - Pizza,True,507.0,19.6,3.68,2.36,,,,Foundation,"Ham, sliced, restaurant",746952.0,44.0
image_17.png,/images/image_17.png,Stew,Stew,Dinner,1.0,0.8579,Stew,,,Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",True,95.0,6.81,3.47,9.22,,,,SR Legacy,Acorn stew (Apache),168061.0,38.0
image_18.png,/images/image_18.png,"Mashed potatoes with mushrooms, corn, and peas",Mashed potatoes with corn peas and mushrooms,Mashed Pot Corn Peas And Gravy,0.9941,0.9358,Mashed potatoes,"potatoes, mushrooms, corn, peas","vegetables, starch",Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,True,255.0,1.82,25.4,10.9,55.0,g,Erba Food Products Inc,Branded,"MUSHROOM INSTANT MASHED POTATOES, MUSHROOM",2320221.0,68.0
image_19.png,/images/image_19.png,Dulerone candies,Toblerone Chocolate,Chocolate,0.8671,0.8625,Dulerone candies,,"confectionery, sweets",Snacks and Sweets,Candy,Snacks and Sweets,Candy,True,1570.0,0.0,0.05,93.6,,,,SR Legacy,"Candies, jellybeans",167991.0,65.0
image_20.png,/images/image_20.png,brie cheese,Brie Cheese,Brie,0.9959,0.9614,brie cheese,"milk, rennet, salt","dairy, cheese",Milk and Dairy,Cheese,Milk and Dairy,Cheese,True,1400.0,20.8,27.7,0.45,,,,SR Legacy,"Cheese, brie",172177.0,100.0
image_21.png,/images/image_21.png,smoothie,Protien Shake,Protein Shake,0.9168,0.9196,smoothie,,,Beverages,Sweetened Beverages,Beverages,Sweetened Beverages,True,53.0,0.66,0.33,13.8,152.0,g,"Imperial Frozen Foods Co, Inc.",Branded,SMOOTHIE BLEND,2431661.0,73.0
image_22.png,/images/image_22.png,Coffee,Vanilla Latte,Vanilla Latte,0.8925,0.8925,Coffee,"Coffee beans, Water",Beverage,Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,1.0,0.0,0.0,0.28,355.0,ml,"Modern Times, LLC",Branded,COFFEE,2095248.0,100.0
image_23.png,/images/image_23.png,strawberry smoothie,Smoothie,Smoothie,0.9326,0.9326,strawberry smoothie,strawberry,"fruit, beverage",Beverages,Sweetened Beverages,Beverages,Sweetened Beverages,True,192.0,3.2,8.4,27.6,,,,SR Legacy,"Ice creams, strawberry",168810.0,70.0
image_24.png,/images/image_24.png,"salad with avocado, carrots, and cheese",Barley Vegetable Salad,Barley Vegetable Salad,0.8593,0.8593,salad,"avocado, carrots, cheese","vegetables, dairy, fruit",Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,Mixed Dishes,Mixed Dishes - Grain-based,True,147.0,0.76,0.18,8.22,,,,SR Legacy,"Carrots, cooked, boiled, drained, with salt",169339.0,61.0
image_25.png,/images/image_25.png,"biscuits, scrambled eggs, salad, orange juice, smoked maple syrup","Salad , Cornbreads and omellete",Grapefruit Juice,0.897,0.8164,biscuits and scrambled eggs,"biscuits, scrambled eggs, salad, orange juice, smoked maple syrup","baked goods, eggs, vegetables, beverage, dairy, condiment",Mixed Dishes,Mixed Dishes - Grain-based,Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,True,1300.0,11.3,22.3,19.3,,,,SR Legacy,"McDONALD'S, Sausage Biscuit with Egg",172071.0,50.0
image_26.png,/images/image_26.png,"yogurt bowl with coconut flakes, seeds, goji berries, and blueberries",Soya Yoghurt Nuts Berries Fruits ,Soya Yoghurt Nuts Berries Frui,0.8826,0.8946,yogurt bowl,"yogurt, coconut flakes, seeds, goji berries, blueberries","dairy, fruits, nuts and seeds",Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,True,92.0,8.11,1.71,11.0,,,,SR Legacy,"Yogurt, Greek, 2%fat, coconut blend, CHOBANI",171260.0,53.0
image_27.png,/images/image_27.png,bacon sandwich,Bacon Sandwich,Bacon Sandwich,0.9969,0.9969,bacon sandwich,"bacon, bread","meat, grains",Mixed Dishes,Mixed Dishes - Sandwiches,Mixed Dishes,Mixed Dishes - Sandwiches,True,990.0,4.29,8.57,37.1,,,,SR Legacy,Ice cream sandwich,172226.0,69.0
image_28.png,/images/image_28.png,vegetable soup,Wedding Soup,Wedding Soup,0.8888,0.8888,vegetable soup,"vegetables, broth","soup, vegetables",Mixed Dishes,Mixed Dishes - Soups,Mixed Dishes,Mixed Dishes - Soups,True,46.0,1.67,0.21,9.17,240.0,ml,Campbell Soup Company,Branded,VEGETABLE SOUP,1624824.0,100.0
image_29.png,/images/image_29.png,"cooked potatoes, loaf of bread",Bread and Potatos,Bread Potatoes,0.9609,0.9561,,,,Other,Other,Grains,"Breads, Rolls, Tortillas",False,266.0,12.5,3.13,47.1,,,,SR Legacy,"Bread, potato",167943.0,59.0
image_30.png,/images/image_30.png,chocolate cake,Chocolate cake ,Chocolate Cake,0.9895,0.9976,chocolate cake,"chocolate, flour, sugar, eggs, butter","dessert, baked goods",Snacks and Sweets,Sweet Bakery Products,Snacks and Sweets,Sweet Bakery Products,True,439.0,3.03,22.7,57.6,66.0,g,The Kroger Co.,Branded,CHOCOLATE CAKE,2092208.0,100.0
image_31.png,/images/image_31.png,cereal with banana and blueberries,oatmeal with blueberries and bananas ,Steel Cut Oats With Fruit,0.9449,0.8844,cereal,"cereal, banana, blueberries","grains, fruit",Grains,Ready-to-Eat Cereals,Grains,Cooked Cereals,True,1670.0,6.67,6.67,78.1,,,,SR Legacy,"Babyfood, cereal, oatmeal, with bananas, dry",171361.0,62.0
image_32.png,/images/image_32.png,"watermelon, pineapple, grapefruit, sausage, fried item, cheese, dragon fruit",Fruit salad sausage fried dough and cheese,Breakfast,0.9348,0.8295,fruit and sausage platter,"watermelon, pineapple, grapefruit, sausage, cheese, dragon fruit, fried item","fruit, protein, dairy, processed meat, fried food",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",True,18.0,0.0,0.0,4.5,444.0,ml,"Publix Super Markets, Inc.",Branded,"DRAGON FRUIT WATERMELON KOMBUCHA, DRAGON FRUIT WATERMELON",2423626.0,59.0
image_33.png,/images/image_33.png,layered dessert,Panna Cotta,Panna Cotta,0.8765,0.8765,layered dessert,,dessert,Snacks and Sweets,Other Desserts,Milk and Dairy,Dairy Drinks,False,79.0,2.63,1.75,18.4,114.0,IU,"Caribbean Telephone and Telegraph, Inc.",Branded,3 LAYER GELATIN DESSERT,2508826.0,68.0
image_34.png,/images/image_34.png,chicken salad,Chicken Cobb Salad,Chicken Cobb Salad,0.9394,0.9394,chicken salad,"chicken, mayonnaise, celery, onion",protein,Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",True,301.0,14.0,24.7,6.45,93.0,g,"The Suter Company, Inc. ",Branded,CHICKEN SALAD,2455327.0,100.0
image_35.png,/images/image_35.png,Zevia cola,Zevia Cola,Zevia,0.9974,0.9439,Zevia cola,"Carbonated Water, Zevia Sweetener Blend (Erythritol, Stevia Leaf Extract, Monk Fruit Extract), Caramel Color, Citric Acid, Natural Flavors, Caffeine","Beverage, Soda, Diet Soda",Beverages,Diet Beverages,Beverages,Diet Beverages,True,0.0,0.0,0.0,1.13,,,,SR Legacy,"Beverages, ZEVIA, cola",174825.0,67.0
image_36.png,/images/image_36.png,gelatin, Mango Juice ,Juice,0.8119,0.8471,gelatin,gelatin,protein,Other,Other,Beverages,100% Juice,False,25.0,2.02,0.0,5.05,99.0,g,"Northgate Gonzalez, Inc.",Branded,GELATIN,1995955.0,100.0
image_37.png,/images/image_37.png,Cocobella Coconut Water,Cocobella coconut water,425Ml Coconut Water,0.9983,0.9167,Cocobella Coconut Water,Coconut Water,"Beverage, Fruit Juice",Beverages,100% Juice,Beverages,100% Juice,True,19.0,0.72,0.2,3.71,,,,SR Legacy,"Nuts, coconut water (liquid from coconuts)",170174.0,58.0
image_38.png,/images/image_38.png,Tea,Lemon And Ginger Tea,Lemon And Ginger Tea,0.9031,0.9031,Tea,"Tea leaves, Water",Beverage,Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,34.0,0.0,0.0,8.46,473.0,ml,Snapple Beverage Corp.,Branded,TEA,540031.0,100.0
image_39.png,/images/image_39.png,"cereal with milk, tea or coffee",Cereals with Almondmilk,Cereals Almonmilk,0.8876,0.8919,Cereal with milk,"Cereal, Milk, Tea, Coffee","Grains, Dairy, Beverage",Mixed Dishes,Mixed Dishes - Grain-based,Mixed Dishes,Mixed Dishes - Grain-based,True,511.0,7.64,29.4,59.7,,,,SR Legacy,"Candies, milk chocolate, with rice cereal",168755.0,67.0
image_40.png,/images/image_40.png,chocolate cupcake,Chocolate Cupcake,Birthday Cupcake,0.9959,0.9084,chocolate cupcake,"chocolate, flour, sugar, eggs, butter/oil","baked goods, dessert, sweets",Snacks and Sweets,Sweet Bakery Products,Snacks and Sweets,Sweet Bakery Products,True,489.0,4.26,23.4,66.0,47.0,g,The Kroger Co.,Branded,CHOCOLATE CUPCAKE,2053619.0,100.0
image_41.png,/images/image_41.png,"kale salad with strawberries and blueberries, pasta with shrimp and fried onion rings","Shrimps pasta, onion rings and kale salad ",Kale Berries Nuts Seafood Past,0.9563,0.9016,kale salad and pasta,"kale, strawberries, blueberries, pasta, shrimp, fried onion rings","vegetables, fruit, grains, seafood, fried",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",Mixed Dishes,"Mixed Dishes - Meat, Poultry, Seafood",True,388.0,4.2,9.95,70.3,,,,SR Legacy,"Toaster pastries, fruit (includes apple, blueberry, cherry, strawberry)",175035.0,52.0
image_42.png,/images/image_42.png,guacamole,Guacamole,1 Avocado,0.9919,0.8946,guacamole,avocado,"vegetable, fruit",Condiments and Sauces,Condiments and Sauces,Condiments and Sauces,Condiments and Sauces,True,89.0,3.57,7.14,10.7,28.0,g,Triple 'B' Corporation,Branded,GUACAMOLE,1922901.0,100.0
image_43.png,/images/image_43.png,Triunfo lemon wafer cookies,Triunfo Lemon wafers,Wafers,0.9834,0.894,Triunfo lemon wafer cookies,"lemon, wafer, cookies","dessert, snack, baked goods",Snacks and Sweets,Sweet Bakery Products,Snacks and Sweets,Sweet Bakery Products,True,516.0,3.23,22.6,74.2,31.0,g,Island Purified Water Company,Branded,LEMON WAFER COOKIES,1875928.0,83.0
image_44.png,/images/image_44.png,bagel,Bagel with cream cheese,Bagel With Cream Cheese,0.9468,0.9474,bagel,"wheat flour, water, yeast, malt, salt","grains, bread",Grains,"Breads, Rolls, Tortillas",Mixed Dishes,Other,False,714.0,0.0,0.0,,0.699999988079071,g,Badia Spices Inc.,Branded,BAGEL,2283263.0,100.0
image_45.png,/images/image_45.png,ramen with jalapenos,ramen with jalapenos without noodles,Ramen Without Noodles,0.9398,0.8896,ramen,"ramen noodles, broth, jalapenos","grains, vegetables, soup",Mixed Dishes,Mixed Dishes - Asian,Vegetables,"Vegetables, excluding potatoes",False,163.0,8.65,7.05,16.0,312.0,g,"Wal-Mart Stores, Inc.",Branded,RAMEN WITH CHICKEN,2322761.0,68.0
image_46.png,/images/image_46.png,Mint chocolate chip ice cream,Mint Oreo Ice creame,Mint Oreo Ice Cream,0.956,0.9613,Mint chocolate chip ice cream,"mint, chocolate chips, ice cream","dessert, dairy",Snacks and Sweets,Other Desserts,Snacks and Sweets,Other Desserts,True,224.0,4.48,11.9,25.4,67.0,g,Friendly Ice Cream Corp.,Branded,"ICE CREAM, MINT CHOCOLATE CHIP",1855906.0,100.0
image_47.png,/images/image_47.png,salad with tofu and avocado,Tofu Salad,Tofu Salad,0.9482,0.9482,salad,"tofu, avocado","vegetables, protein, fruits",Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,True,1350.0,5.95,31.8,3.06,,,,SR Legacy,"Mayonnaise, made with tofu",167695.0,65.0
image_48.png,/images/image_48.png,trail mix,M&Ms  candy corn and Peanuts mix,Candy Corn Mix,0.8703,0.8763,trail mix,,snack,Snacks and Sweets,Savory Snacks,Snacks and Sweets,Candy,True,533.0,16.7,40.0,,30.0,IU,"Ellis Pecan Co., Inc.",Branded,TRAIL MIX,2503801.0,100.0
image_49.png,/images/image_49.png,Monster energy drink,Monster Energy,Energy Drink,0.9817,0.9478,Monster Energy Drink,"Carbonated Water, Sugar, Glucose, Citric Acid, Natural Flavors, Taurine, Sodium Citrate, Panax Ginseng Extract, L-Carnitine L-Tartrate, Caffeine, Sorbic Acid (Preservative), Benzoic Acid (Preservative), Niacinamide (Vit. B3), Sucralose, Salt, Guarana Extract, Inositol, Pyridoxine Hydrochloride (Vit. B6), Riboflavin (Vit. B2), Maltodextrin, Cyanocobalamin (Vit. B12)","Beverage, Energy Drink",Beverages,Sweetened Beverages,Beverages,Sweetened Beverages,True,42.0,0.0,0.0,10.0,240.0,ml,Monster Energy Company,Branded,MONSTER ENERGY DRINK,2112065.0,100.0
image_50.png,/images/image_50.png,Progresso Beef Pot Roast soup,Progresso Beef Pot Roast Soup,Soup,0.9981,0.8861,Progresso Beef Pot Roast soup,"Beef, Pot Roast","Soup, Meat, Beef",Mixed Dishes,Mixed Dishes - Soups,Mixed Dishes,Mixed Dishes - Soups,True,41.0,2.45,0.41,7.35,245.0,g,"Conagra Brands, Inc.",Branded,"BEEF POT ROAST SOUP, BEEF POT ROAST",2440166.0,76.0
image_51.png,/images/image_51.png,"avocado toast with egg, coffee",avocado toast with egg and milk tea ,Tea With Milk And Sugar 12 Ozs,0.9543,0.8045,avocado toast,"avocado, toast, egg, coffee","bread, fruit, protein, beverage",Mixed Dishes,Other,Mixed Dishes,Other,True,0.0,0.0,0.0,0.0,0.8999999761581421,GRM,"B&G Foods North America, Inc. ",Branded,"AVOCADO TOAST SEASONING BLEND, AVOCADO TOAST",2630064.0,61.0
image_52.png,/images/image_52.png,lemon water,Lemon Water,Lemon And Hot Water,0.9948,0.951,lemon water,"lemon, water","beverage, fruit",Beverages,Sweetened Beverages,Beverages,Sweetened Beverages,True,47.0,1.5,0.3,16.0,,,,SR Legacy,"Lemon peel, raw",167749.0,64.0
image_53.png,/images/image_53.png,"burger, salad",Club Soda ,Club Soda,0.8044,0.8037,burger,"burger, salad","meat, vegetables",Mixed Dishes,Mixed Dishes - Sandwiches,Beverages,Diet Beverages,False,168.0,3.19,8.74,19.0,,,,SR Legacy,"BURGER KING, Vanilla Shake",170700.0,59.0
image_54.png,/images/image_54.png,"oreo cookie, oreo cookie", Oreo cookies,Oreos,0.9654,0.9585,Oreo Cookie,Oreo Cookie,"Snack, Dessert",Snacks and Sweets,Sweet Bakery Products,Snacks and Sweets,Sweet Bakery Products,True,421.0,2.63,15.8,63.2,38.0,GRM,,Branded,"OREO FROSTED COOKIES, OREO",2670912.0,79.0
image_55.png,/images/image_55.png,"carrot sticks, celery sticks, dip, onion rings",Onion rings with ranch carrot sticks celery sticks,Onion Rings,0.967,0.8882,Snacks,"carrot sticks, celery sticks, dip, onion rings","vegetables, snacks, fried",Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,Mixed Dishes,Mixed Dishes - Bean/Vegetable-based,True,29.0,1.18,0.0,5.88,85.0,g,Russ Davis Wholesale,Branded,ORGANIC CARROT/CELERY STICKS,2309309.0,73.0
image_56.png,/images/image_56.png,coffee,Hot coffee,Coffee,0.9557,0.9991,coffee,"coffee beans, water",beverage,Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,310.0,2.38,23.8,21.4,84.0,g,"Gott Ice Cream, LLC",Branded,COFFEE,2091869.0,100.0
image_57.png,/images/image_57.png,green smoothie,Green smoothie,Smoothie,0.9996,0.9447,green smoothie,"greens, fruits, liquid (water, juice, etc.)","beverage, healthy",Beverages,100% Juice,Beverages,100% Juice,True,614.0,13.0,6.8,11.0,,,,SR Legacy,"Soybeans, green, raw",169282.0,56.0
image_58.png,/images/image_58.png,yogurt,Yogurt,Yogurt,0.9981,0.9981,yogurt,"milk, live cultures","dairy, probiotic",Milk and Dairy,Yogurt,Milk and Dairy,Yogurt,True,62.0,3.52,3.52,4.41,227.0,GRM,Erivan Dairy,Branded,YOGURT,2554062.0,100.0
image_59.png,/images/image_59.png,,Coffee,Coffee,0.8679,0.8679,,,,Other,Other,Beverages,Coffee and Tea,False,,,,,,,,,,,
image_60.png,/images/image_60.png,pho,Bun Bo Hue,Bun Bo Hue,0.9023,0.9023,pho,,"soup, noodles",Mixed Dishes,Mixed Dishes - Asian,Mixed Dishes,Mixed Dishes - Asian,True,10.0,0.0,0.0,2.04,245.0,GRM,New Frontier Foods Inc. ,Branded,"PHO BROTH, PHO",2664127.0,38.0
image_61.png,/images/image_61.png,"bananas, apples, oranges, pears","Bananas , Apples , Oranges and Pears",Banana,0.9913,0.888,,,,Fruit,Fruits,Fruit,Fruits,True,285.0,0.3,0.2,16.3,,,,SR Legacy,"Babyfood, banana apple dessert, strained",167733.0,55.0
image_62.png,/images/image_62.png,apple,Apple,Apple,0.9983,0.9983,apple,apple,fruit,Fruit,Fruits,Fruit,Fruits,True,52.0,0.0,0.65,14.3,154.0,g,TREECRISP 2 GO,Branded,APPLE,454004.0,100.0
image_63.png,/images/image_63.png,"avocado toast with egg and tomato, salad",avocado toast with egg pork tomatoes ,Egg Avocado Meat Tomato,0.9522,0.9301,avocado toast with egg and tomato,"avocado, toast, egg, tomato, salad","grain, fruit, protein, vegetable, salad",Mixed Dishes,Mixed Dishes - Sandwiches,Mixed Dishes,Mixed Dishes - Sandwiches,True,1360.0,1.8,35.0,2.0,,,,SR Legacy,"Salad dressing, bacon and tomato",167704.0,66.0
image_64.png,/images/image_64.png,key lime pie,Keylime Pie,Keylime Pie,0.9856,0.9856,key lime pie,"key lime, graham cracker crust, condensed milk, eggs, butter, sugar","dessert, dairy, fruit",Snacks and Sweets,Other Desserts,Snacks and Sweets,Other Desserts,True,310.0,4.76,11.9,44.0,84.0,g,Yumbana LLC,Branded,KEY LIME PIE,2063666.0,100.0
image_65.png,/images/image_65.png,Four Sigmatic Chaga Mushroom Elixir,Four Sigmatic Chaga Mushroom Elixir,Chaga Elixir,1.0,0.9592,Chaga Mushroom Elixir,Chaga Mushroom,"Beverage, Functional Food, Mushrooms",Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,167.0,0.0,0.0,33.3,3.0,g,FOUR SIGMATIC,Branded,CHAGA MUSHROOM ELIXIR MIX,517495.0,73.0
image_66.png,/images/image_66.png,"hot dog, pepperoni pizza, pizza with olives and green peppers","pepperoni Pizza Slice , pizza slice with olives and peppers , Hotdog  and purified water bottle ",Dinner,0.9354,0.8353,Combination Meal,"hot dog, pepperoni, pizza dough, tomato sauce, cheese, olives, green peppers","processed meat, grains, vegetables, dairy, meat",Mixed Dishes,Mixed Dishes - Pizza,Mixed Dishes,Mixed Dishes - Pizza,True,253.0,10.7,12.7,24.0,150.0,g,Nestle USA Inc.,Branded,"PEPPERONI AND PEPPERS THIN & CRISPY PIZZA, PEPPERONI AND PEPPERS",2086757.0,67.0
image_67.png,/images/image_67.png,keto creamer with MCT oil,Keto Creamer with MCT Oil,Coconut Sugar Keto Creamer,0.996,0.9476,keto creamer,MCT oil,"dairy alternatives, fats, keto",Fats and Oils,Fats and Oils,Fats and Oils,Fats and Oils,True,700.0,0.0,60.0,30.0,10.0,g,360 Labs,Branded,KETO CREAMER,2160464.0,65.0
image_68.png,/images/image_68.png,kiwi slices,Kiwi slices,Kiwi,0.9963,0.9222,kiwi slices,kiwi,fruit,Fruit,Fruits,Fruit,Fruits,True,360.0,0.0,1.0,86.0,50.0,g,Kid Vids Educational Entertainment,Branded,KIWI SLICES,1871737.0,100.0
image_69.png,/images/image_69.png,coffee, coffee ,Coffee,0.9926,0.9991,coffee,"coffee beans, water",beverages,Beverages,Coffee and Tea,Beverages,Coffee and Tea,True,310.0,2.38,23.8,21.4,84.0,g,"Gott Ice Cream, LLC",Branded,COFFEE,2091869.0,100.0
image_70.png,/images/image_70.png,Bai Malawi Mango antioxidant infusion drink,Bai Antioxidant Infusion Malawi Mango,12 Whole Cashews,0.9835,0.7549,Bai Malawi Mango antioxidant infusion drink,"Mango, Antioxidants, Water, Sweeteners, Flavorings","Beverage, Fruit, Antioxidant",Beverages,Sweetened Beverages,Beverages,Sweetened Beverages,True,1.0,0.0,0.0,2.94,340.0,ml,Bai Brands LLC,Branded,SPARKLING ANTIOXIDANT INFUSION,2437627.0,71.0
